Date,Adani Ports and Special Economic Zone Ltd.,Asian Paints Ltd.,Axis Bank Ltd.,Bajaj Auto Ltd.,Bajaj Finance Ltd.,Bajaj Finserv Ltd.,Bharat Petroleum Corporation Ltd.,Bharti Airtel Ltd.,Britannia Industries Ltd.,Cipla Ltd.,Divis Laboratories Ltd.,Dr. Reddys Laboratories Ltd.,Eicher Motors Ltd.,Grasim Industries Ltd.,HCL Technologies Ltd.,HDFC Bank Ltd.,Hero MotoCorp Ltd.,Hindalco Industries Ltd.,Hindustan Unilever Ltd.,Housing Development Finance Corporation Ltd.,ICICI Bank Ltd.,ITC Ltd.,Indian Oil Corporation Ltd.,IndusInd Bank Ltd.,Infosys Ltd.,JSW Steel Ltd.,Kotak Mahindra Bank Ltd.,Larsen & Toubro Ltd.,Mahindra & Mahindra Ltd.,Maruti Suzuki India Ltd.,NTPC Ltd.,Nestle India Ltd.,Oil & Natural Gas Corporation Ltd.,Power Grid Corporation of India Ltd.,Reliance Industries Ltd.,Shree Cement Ltd.,Sun Pharmaceutical Industries Ltd.,Tata Consultancy Services Ltd.,Tata Consumer Products Ltd.,Tata Steel Ltd.,Tech Mahindra Ltd.,Titan Company Ltd.,UPL Ltd.,UltraTech Cement Ltd.,Wipro Ltd.
2014-06-09,254,528.099976,393.450012,2161.75,214.910004,922,205.016663,327.23877,440.600006,396.549988,649.75,2352.899902,729.109985,572.835205,342.25,409.725006,2724.199951,169.600006,632.700012,818.200012,271.309082,225.300003,91.824997,557.150024,373.306244,130.259995,450.100006,1168.099976,612,2435.149902,137.791672,4892.549805,302.100006,103.012527,556.054138,7745.75,600.400024,1056.900024,171.199997,548.061768,488.9375,326.600006,214.199997,2800.75,191.906296
2014-06-10,246.050003,536.25,386.5,2152.5,211.205002,931.75,204.683334,331.967377,437.924988,407.600006,664.325012,2395.5,719.059998,554.260681,349.5625,408.325012,2665.800049,169.75,640.25,818.200012,269.318176,224.899994,89.712502,558.299988,384.393738,131.089996,450.049988,1159.300049,616.575012,2464.300049,136.291672,4965.200195,293.700012,101.962524,553.899597,7399,609,1079.074951,174.850006,532.293945,501.037506,341.399994,210.066666,2797.899902,196.875046
2014-06-11,238.199997,543.650024,388.160004,2180.850098,204.095001,925.349976,202.350006,326.274689,484.625,413.149994,661.825012,2432.5,718.38501,551.216614,351.450012,410.25,2705.050049,162.649994,625.849976,818.200012,267.254547,222.199997,87.824997,557.799988,399.168762,129.330002,464.274994,1144.966675,613.549988,2448.550049,131.75,5015.549805,284.866669,100.312523,545.875671,7300.049805,613.900024,1103.474976,169.350006,523.48114,504.762512,328.899994,201.800003,2775.5,197.887543
2014-06-12,236.949997,549.299988,380.549988,2185.600098,206.050003,925.549988,199.683334,314.016998,490.649994,416.149994,667.400024,2434.949951,728.794983,553.617798,351.6875,419.924988,2717.649902,169.25,630.099976,818.200012,265.345459,222.733337,88.074997,552.049988,396.881256,130.434998,466.850006,1148.266724,614.5,2480.850098,133.541672,4997.950195,285.733337,102.337524,541.937988,7280.450195,631.200012,1118.675049,168.649994,523.671692,499.700012,328.649994,203.800003,2768.699951,199.556305
2014-06-13,230.600006,542.200012,363.600006,2170.699951,202.529999,915.299988,189.916672,306.028839,463.200012,414.100006,674.525024,2445.149902,733.934998,547.653503,359.737488,417.700012,2592.050049,162.350006,634.950012,818.200012,259.700012,221.733337,83.324997,536.650024,398.375,125.945,458.475006,1123.966675,614.424988,2403.350098,127.791664,4971.950195,281.766663,100.050026,535.870483,7218.299805,629.700012,1106.775024,163.699997,500.710754,505.337494,319.899994,197.699997,2768,198.900055
2014-06-16,228.100006,539.849976,354.619995,2169.75,199.395004,917.799988,196.983337,305.432037,474.25,413.600006,671.099976,2424.449951,725.125,551.642639,355.612488,419.5,2611.350098,161.199997,634.75,818.200012,257.081818,224.133331,83.925003,534.450012,405.518738,124.455002,465.225006,1100.333374,599,2381.149902,127.416664,5006,284.600006,98.850021,527.722717,7210.649902,645.349976,1134.875,166,499.805634,505.662506,322.600006,201.233337,2746.649902,201.037552
2014-06-17,236.100006,560.599976,367.920013,2160.350098,196.764999,916.25,203.416672,310.573822,473.649994,412.950012,673.75,2411.75,727.409973,554.252991,363.612488,423.274994,2591.5,162.649994,630.349976,818.200012,263.545441,224.03334,87.599998,552.349976,405.856262,126.739998,468.625,1123.033325,590.474976,2414.449951,129.083328,5004.200195,296.733337,100.125023,539.907227,7248.649902,649.799988,1139.925049,167.050003,507.141724,506.762512,322.450012,210.300003,2796.899902,201.037552
2014-06-18,231.050003,557.900024,369.700012,2150.600098,211.399994,928.799988,197.233337,312.410187,467.350006,425.100006,675.349976,2422.699951,724.01001,549.992737,359.212494,417.424988,2544.399902,166.800003,618.849976,818.200012,258.454559,221.96666,85.599998,542.049988,405.0625,123.334999,480.125,1114.233276,580.150024,2435,126.25,4956.700195,295.133331,100.462524,528.366638,7335.5,633.349976,1113.525024,163.550003,497.233246,502.962494,314.350006,208.766663,2805.100098,198.937546
2014-06-19,225.949997,568,368.359985,2160.25,209.914993,942.150024,188.149994,310.482025,459.299988,425.950012,675.275024,2447.25,720.419983,549.357605,364.649994,412.875,2539.699951,167.75,625.75,818.200012,256.681824,224.166672,83.5,557.299988,413.987488,123.324997,461.825012,1104.466675,588.049988,2380.050049,127.083336,4939.5,280.5,98.400024,516.157349,7307.950195,642.549988,1138.025024,162.899994,494.899048,507.637512,320.450012,216,2755.399902,201.450043
2014-06-20,232.600006,568.450012,373.269989,2179.800049,207.259995,929.950012,184.183334,311.032928,457.899994,425.649994,662.174988,2439.399902,721.575012,542.37085,360.987488,410.975006,2521,163.800003,624.299988,818.200012,253.972733,223.800003,80.449997,555.5,414.575012,122.029999,465.399994,1098.633301,571.974976,2366.399902,126.375,4938.149902,278.333344,99.225021,513.383606,7347.049805,631.299988,1146.199951,162.350006,495.327789,502.262512,333.850006,208.266663,2727.449951,201.300049
2014-06-23,237,574.099976,376.589996,2191.100098,206.024994,929.849976,185.550003,313.603821,466.274994,423.899994,677.299988,2454.050049,713.929993,541.69696,354.762512,410.725006,2583.449951,165.300003,617.650024,818.200012,257.127258,209.96666,81.849998,567.450012,404.068756,124.055,447.524994,1104.766724,580.599976,2380.300049,127.125,4946.100098,291.733337,98.550026,514.101807,7300.700195,633.950012,1134.425049,167.949997,501.996948,500.637512,326.049988,206.699997,2711.25,199.275055
2014-06-24,238,579.900024,385,2221.149902,203.289993,929.950012,194.25,313.052917,471,427.399994,673.299988,2462.550049,721.86499,544.198853,353.987488,414.5,2615.25,166.800003,616.25,818.200012,261.690918,213.666672,85.5,571.75,400.475006,125.084999,439.549988,1113.633301,583.525024,2414.600098,129.041672,4928.799805,295.299988,99.300026,524.949036,7412.799805,627.799988,1154.525024,167.300003,507.141724,498.637512,337.75,211.933334,2705.75,199.237549
2014-06-25,237.149994,586.5,382.540009,2275.850098,201.195007,931.150024,193.766663,309.426117,498.625,426.450012,675.950012,2478.25,721.835022,540.349182,354.725006,412.049988,2642.800049,166.699997,625.299988,818.200012,258.272736,210.699997,85.800003,578.599976,401.40625,123.364998,441.875,1100.033325,589.724976,2471,130.708328,4950.799805,291.233337,99.300026,520.565552,7337.850098,632.799988,1155.275024,169.5,505.85553,504.549988,342.700012,210.100006,2724.5,198.431305
2014-06-26,234.550003,584.799988,385.519989,2289,200.509995,904.450012,189.28334,310.757477,489.600006,425.549988,678.724976,2507.600098,739.98999,525.330017,358.524994,406.200012,2646.899902,165.25,618.650024,818.200012,255.027267,210.833328,81.974998,565.549988,397.8125,122.190002,432.850006,1115.699951,587.950012,2486.899902,126.916664,4989.149902,274.233337,99.412521,501.199127,7290.799805,635.150024,1153.824951,167.800003,500.948914,511.799988,346.799988,216.899994,2685.050049,200.793793
2014-06-27,231.399994,584.700012,381.839996,2309.100098,199.929993,925.75,189.899994,304.559753,488.075012,436.899994,718.775024,2552.949951,772.890015,529.048035,370.362488,408.100006,2622.899902,160.899994,616.400024,818.200012,251.754547,213.166672,83.199997,571.799988,402.924988,123.139999,433,1111.533325,576.75,2454.699951,126.875,4936.700195,274.133331,102.412521,501.298187,7208.200195,660.849976,1199.775024,171.100006,494.375031,531.424988,353.149994,219.733337,2595.899902,204.731308
2014-06-30,243.699997,594,383.769989,2316.199951,200.654999,934.75,200.133331,309.33429,504.200012,438,729.575012,2624.050049,799.455017,531.441467,375.037506,410.774994,2634.649902,164.199997,620.349976,818.200012,257.845459,216.699997,86.150002,571.700012,406.943756,123.68,441.774994,1134.466675,573.599976,2439.350098,130.166672,4929.75,283.233337,104.400024,502.932709,7204.049805,687.950012,1212.699951,172.75,503.426025,538,353.049988,227.633331,2591.949951,204.900055
2014-07-01,244.199997,583.849976,384.01001,2334.699951,200.964996,952.599976,196.53334,308.048828,508.100006,437.25,735.450012,2614.949951,804.940002,528.51355,374.387512,411.649994,2643.399902,175.25,628.849976,818.200012,261.463623,216.800003,85.675003,575.450012,402.631256,126.949997,442.174988,1150.900024,597.150024,2583.800049,128.833328,4933.850098,282.066681,105.000023,499.267456,7154.600098,679.25,1195.375,174.800003,515.097046,527.224976,355.799988,223.333328,2630.050049,201.825043
2014-07-02,271.25,584.049988,385.369995,2349.800049,209.990005,958.700012,200.600006,310.482025,515.125,444.299988,757.049988,2662.899902,817.690002,532.099915,370.075012,419.950012,2679.800049,178.25,631.150024,818.200012,264,219.566666,85.737503,584.099976,401.912506,129.050003,446.575012,1169.300049,609.875,2641.949951,133.125,4989.399902,284.399994,105.975029,504.34433,7209.450195,693.400024,1200.800049,174.350006,517.812378,525.174988,359.5,224.766663,2643.300049,202.818802
2014-07-03,270.399994,581.700012,385.140015,2300.100098,217.559998,950.599976,199.866669,309.380188,509.174988,447.700012,750.924988,2639.050049,858.280029,529.86908,366.612488,418.399994,2588.399902,173.75,624.099976,818.200012,264.372742,220.899994,85.712502,573.25,401.337494,128.884995,445.600006,1168.233276,617.775024,2629.899902,131.125,4997.950195,278.766663,105.375023,498.524475,7426.600098,706.849976,1208.949951,169.199997,513.572693,528.362488,360.799988,229.133331,2628.350098,208.312546
2014-07-04,275.549988,588.650024,387.179993,2299.199951,227.100006,947.400024,199.916672,311.492004,507.524994,449.299988,764.375,2678.350098,863.784973,525.190613,370.087494,428.325012,2583.949951,173.25,625.150024,818.200012,265.972717,222.266663,87.237503,569.450012,405.743744,127.074997,441.100006,1161.800049,615.025024,2642.5,132.125,4973.950195,281.200012,108.150024,511.130005,7274.600098,709.799988,1205.25,167.850006,511.238495,528.974976,357.200012,235.100006,2601,205.031296
2014-07-07,280.700012,593.599976,384.600006,2302.699951,222.184998,958,197.75,316.266541,502.674988,449.649994,767.150024,2730.399902,843.390015,521.124023,377.125,420.225006,2615.850098,174.5,627.599976,818.200012,263.881805,223.199997,85.5625,555.950012,418.181244,123.349998,435.450012,1166.233276,619.775024,2638.850098,134.458328,5022.899902,277.033325,109.537529,508.777313,7356.600098,723.5,1244.275024,167.050003,510.714478,534.325012,357.399994,228.166672,2559.899902,209.100052
2014-07-08,258.450012,590.099976,377.649994,2226.300049,214.375,945.299988,190.449997,312.685638,510.200012,442,752.924988,2680.600098,833.890015,508.103302,369.537506,414.625,2579.300049,169,627.349976,818.200012,256.581818,223.866669,83.0625,551.099976,417.768738,118.57,436.125,1115.033325,607.25,2589.649902,127.5,4983.200195,264.466675,103.312523,492.853241,7277.5,726.049988,1224.724976,158.699997,489.277893,526.424988,341.5,215.100006,2499.949951,206.156296
2014-07-09,264.899994,594.650024,374.720001,2169.649902,218.014999,938.400024,194.28334,313.557922,498.825012,436.25,732.299988,2663.25,818.905029,510.032013,368.299988,415.149994,2537.899902,170.550003,629.849976,818.200012,255.100006,227.666672,85.4375,543.900024,413.793762,119.610001,432.125,1101.099976,589.275024,2516.449951,125.541664,5007,269.966675,102.150024,495.775543,7259,724.400024,1199.074951,154.949997,493.851044,516.837524,347.950012,213.933334,2494,204.487549
2014-07-10,270.299988,587,372.410004,2152.199951,219.809998,953.5,193.583328,306.717499,497.5,436.049988,738.375,2650.649902,812.39502,512.758545,368.100006,411.674988,2439.100098,176.25,631.849976,818.200012,252.545456,228.100006,85.675003,536.150024,411.587494,120.464996,433.225006,1103.166626,582.775024,2531.699951,125.958336,4954.350098,269.333344,103.162521,493.918152,7205.299805,726.25,1175.900024,155.449997,496.756897,505.362488,327.200012,214.03334,2511.399902,204.281296
2014-07-11,248.699997,568.849976,363.329987,2133.949951,212.675003,936.799988,187.066666,308.048828,492.274994,436,737.099976,2700.699951,826.085022,497.468262,375.350006,405.899994,2433.149902,166.75,641.849976,818.200012,246.654541,230.600006,83.449997,536.25,415.831238,113.764999,429.174988,1049.56665,582.174988,2504.649902,124.75,4992,264.100006,99.525024,478.71228,7209.350098,744.049988,1197.224976,149.800003,478.178528,512.474976,330.399994,214.03334,2488.399902,207.318802
2014-07-14,252.800003,589.5,369.320007,2127.550049,214.214996,928,189.683334,304.927032,490.174988,432.649994,713.299988,2695,826.034973,495.632507,362.237488,408.725006,2442.199951,173.399994,622.950012,818.200012,244.409088,229.96666,81.8125,536.099976,403.15625,114.93,427.674988,1064.966675,583.474976,2509.649902,123.166664,4957.700195,268.5,100.462524,476.359589,7205.100098,738,1213.125,151.800003,489.134979,509.649994,322,212.300003,2513.199951,202.050049
2014-07-15,262.950012,582.5,379.779999,2155.75,219.654999,925.400024,194.016663,307.176575,491.799988,431.850006,717.099976,2638.850098,852.844971,499.598389,365.625,413.399994,2407.350098,174.699997,618.900024,818.200012,253.563629,228.233337,82.949997,539.950012,403.206238,117.989998,435.774994,1089.099976,600.150024,2518.449951,121.333336,4946.5,275.100006,101.362526,481.535522,7201.899902,739.700012,1199.650024,153.75,502.235107,515.6875,327.75,219.199997,2519.300049,200.943802
2014-07-16,281,579.849976,392.76001,2137.100098,218.904999,947.599976,196.933334,308.691559,488.5,432.149994,743.849976,2647.199951,855.784973,505.531677,367.412506,417.875,2432.75,182.300003,621.299988,818.200012,265.6091,229.46666,84.537498,540.349976,403.700012,120.089996,442.524994,1106.033325,611.025024,2572.149902,122.208336,4970.549805,277.399994,102.187523,490.203369,7206.100098,744.900024,1200.925049,157.199997,517.050171,519.362488,327.899994,219.733337,2513.199951,200.737549
2014-07-17,285.649994,579.650024,390.839996,2087.649902,219.949997,942.950012,197.03334,309.058838,494.100006,437.049988,744.450012,2647.350098,869.299988,523.091492,366.700012,415.899994,2445.550049,188.649994,626.849976,818.200012,263.745453,229.5,85,536.900024,404.912506,122.57,457.450012,1112.633301,591.724976,2560.350098,125.333336,4994.799805,275.5,104.025024,486.637177,7351.450195,743,1190.974976,160.350006,532.389221,525.112488,334.5,217.766663,2592.949951,201.506302
2014-07-18,288.299988,580.450012,399.160004,2081.25,218.380005,964.349976,194.333328,308.737488,497.325012,441.350006,748.5,2653.25,856.505005,516.97229,375.0625,416.225006,2504.5,184.600006,622.5,818.200012,269.172729,229.399994,83.800003,542.349976,406.443756,121.945,467.924988,1124.333374,591.825012,2524.600098,124.75,5012.799805,273.666656,102.825027,483.789154,7324.100098,742.25,1220.599976,160.649994,536.390747,530.450012,329.950012,216.433334,2551.949951,205.143799
2014-07-21,288.100006,593.650024,404.670013,2070.699951,217.524994,950.650024,193.800003,309.609741,516.174988,438.299988,749.825012,2653.75,855.625,527.932617,377.012512,413.725006,2516.399902,183.850006,627.549988,818.200012,269.563629,233.233337,82.25,559.75,400.087494,120.290001,470.600006,1113.5,594.325012,2541.350098,123.333336,5038.549805,271.133331,102.675026,494.141052,7353,743.700012,1231.875,159.199997,536.104919,527.287476,330.950012,216.199997,2522.550049,204.356308
2014-07-22,284.799988,603.599976,403.26001,2070.149902,223.125,938.849976,194.25,325.172882,520.275024,441.25,738.950012,2723.600098,853.630005,525.787048,382.225006,419.924988,2520.350098,188.25,633.599976,818.200012,269.681824,235.266663,82.837502,558.099976,404.212494,121.410004,474.600006,1103.300049,589.75,2513.399902,124.875,5203,272.600006,101.812523,510.634705,7201.899902,750.599976,1266.199951,158.699997,535.62854,533.837524,337.75,216.100006,2520.649902,209.531296
2014-07-23,279.799988,603.349976,400.01001,2105.300049,224.205002,929.849976,200.083328,325.356506,522.625,442,739.275024,2734,854.554993,516.925781,385.75,418.149994,2558.300049,193.75,634.099976,818.200012,273.818176,235.766663,83.550003,555.799988,418.681244,118.629997,466.399994,1102.366699,597.375,2490.050049,124.666664,5171.799805,270.200012,102.225021,511.773895,7097.149902,748.849976,1293.074951,156.800003,528.340088,537.575012,340.649994,212.800003,2451.800049,214.087555
2014-07-24,275.700012,620.099976,399.339996,2108.699951,228.580002,930.200012,201,325.58606,532.25,439.549988,750.174988,2704.25,848.780029,514.602051,395.625,421.125,2538.199951,198,642.900024,818.200012,273.8909,237.633331,82.724998,551.75,422.78125,122.235001,469.325012,1108.966675,601.099976,2498.699951,124.75,5149.100098,269.933319,100.987526,515.637268,6999.950195,748.200012,1297.599976,156.550003,541.249695,544.662476,336.100006,209.733337,2484.399902,216.318802
2014-07-25,268.049988,637.400024,397.149994,2100.75,229.304993,935.400024,197.183334,325.769684,536.875,445.649994,749.049988,2744,858.664978,510.225647,395.587494,417.75,2574.699951,191.800003,663.75,818.200012,268.299988,238.199997,81.337502,550,419.024994,117.894997,472.350006,1105.333374,605.299988,2509.300049,124.125,5166,267.399994,101.100021,506.127411,7117.899902,782.200012,1302.875,153.5,531.245972,544.174988,332.149994,209.933334,2475.5,206.643799
2014-07-28,266,636,395.350006,2084.050049,222.630005,935,191.583328,324.989227,535.575012,440.950012,736.275024,2769.699951,864.195007,497.220398,403.587494,414.774994,2538.100098,187.800003,686.799988,818.200012,263.818176,238.133331,80.525002,551.450012,421.387512,119.324997,470.600006,1094.06665,602.924988,2505.5,124.208336,5186.600098,263.233337,99.900024,498.078705,7239.149902,789.150024,1294.650024,155.199997,522.57605,547.762512,334.5,207.233337,2410.350098,208.893799
2014-07-30,263.649994,643.900024,401.700012,2079.399902,221.354996,940.5,191.133331,342.618256,556.075012,448.200012,745.775024,2823.149902,851.875,505.369019,399.387512,419.399994,2602.350098,192.600006,694.650024,818.200012,270.627258,239.5,81.012497,563.599976,421.524994,118.324997,487.125,1016.06665,610.849976,2552.449951,124.833336,5181.850098,265.966675,101.025024,498.351135,7263.700195,790.450012,1297.525024,152.899994,520.28949,540.349976,342.649994,216.166672,2467.300049,206.531296
2014-07-31,260.549988,628.650024,391.649994,2075.899902,219.240005,944.25,193.383331,342.388702,574.200012,456.5,737.974976,2808.699951,849.89502,498.018219,388.774994,417,2597.149902,191.699997,686.599976,818.200012,267.5,237.366669,82.8125,559.5,420.956238,118.035004,476.850006,1001.93335,600.825012,2524.050049,120.875,5128.350098,263.566681,99.825027,498.499725,7394.75,790.950012,1290.025024,153.5,527.244446,537.650024,341.049988,219.233337,2420.850098,204.150055
2014-08-01,259.25,624.5,387,2057.899902,219.830002,950.349976,192.449997,348.953674,574.75,442.5,747.974976,2758.800049,840.799988,498.451996,378.8125,407.725006,2596.550049,184.300003,693.549988,818.200012,268.299988,233.03334,82.412498,548.599976,417.662506,116.940002,462.649994,979.133362,587.075012,2586,117.291664,5203.100098,257.566681,97.350021,483.566284,7359.399902,768.799988,1258.199951,154.300003,522.814209,531.8125,326.649994,221.800003,2471.600098,201.000046
2014-08-04,265.450012,629.849976,390.850006,2088.100098,219.419998,950.700012,200.133331,346.061432,557.375,440.799988,751.125,2767.699951,842.650024,497.630951,388.75,406.5,2600.899902,190.899994,699.650024,818.200012,271.163635,236.333328,85.887497,554.799988,433.193756,118.285004,468.875,995.966675,592.75,2645.699951,117.75,5208.649902,261.833344,99.337524,487.875427,7347.5,761.700012,1263.025024,155.5,525.7677,541.775024,342.200012,222.800003,2470.600098,205.743805
2014-08-05,265.799988,633.400024,392.950012,2155.600098,220.669998,957.900024,197.616669,344.087341,564.375,440.5,754.950012,2780.149902,844.784973,516.445557,386.112488,410.100006,2583.300049,195.649994,704.849976,818.200012,270.28183,237.333328,84.0625,555.049988,439.125,119.294998,468.975006,993.366638,615.049988,2665.850098,117.25,5209.5,270.166656,99.337524,487.305817,7461,773.799988,1261.849976,154.899994,535.62854,546.924988,344.350006,221.066666,2603.300049,206.081299
2014-08-06,268.5,640.650024,383.200012,2143.75,218.705002,949.599976,193.766663,337.568268,575.799988,435.600006,759.599976,2750.949951,847.200012,507.80896,386.912506,405,2598.25,191.75,707.849976,818.200012,263.1091,230.699997,82.362503,552.599976,446.981262,116.815002,466.125,988.866638,620.575012,2637,117.041664,5299.649902,264.600006,100.537521,489.435638,7430.299805,759.799988,1253.324951,153.800003,524.481506,551.212524,344.25,222.100006,2546.649902,206.775055
2014-08-07,266.149994,631.950012,381.100006,2139.25,219.044998,941.650024,194.983337,335.869659,573.825012,434.950012,751.174988,2755.300049,851.085022,509.536285,379.5625,405.75,2610.949951,189.100006,701.950012,818.200012,262.700012,230.833328,84.650002,550.450012,438.418762,117.525002,469.924988,987.93335,624.700012,2649.399902,117.375,5405,266.700012,100.875023,490.005249,7344,758.849976,1234.900024,154.149994,529.531006,552.6875,347.299988,211.03334,2544.25,207.243805
2014-08-08,262.100006,617.950012,371,2121.649902,220.395004,928.650024,188.850006,343.398712,565.049988,436.700012,750.400024,2782.25,847.75,505.237335,383.200012,398.075012,2591.75,183.949997,702.049988,818.200012,261.299988,232.366669,81.074997,537.200012,435.331238,115.480003,465.799988,961.866638,614.674988,2622.600098,114.958336,5363.350098,262.799988,98.925026,485.646545,7244.450195,760.400024,1239.349976,150.649994,512.286499,547.162476,341.950012,202.399994,2474.550049,205.518799
2014-08-11,270,613.799988,376.75,2129.300049,224.934998,928.950012,191.149994,345.648254,577.974976,437.5,755.174988,2721.399902,858.784973,511.829041,378.825012,396.475006,2604.949951,185.649994,697.950012,818.200012,261.981812,231.800003,82.300003,539.700012,446.6875,116.150002,475.075012,975.166687,654.299988,2664.550049,113.208336,5383.149902,262.466675,98.962524,485.646545,7205.200195,764.5,1234.199951,151.899994,509.475922,540.299988,341.75,205.03334,2532.649902,203.606293
2014-08-12,271.350006,614.200012,381.850006,2135.550049,227.679993,930.25,196.899994,339.680084,576.224976,444.850006,737,2730.350098,929.159973,515.880127,379.287506,403.600006,2597.199951,185.399994,700.900024,818.200012,266.054535,231.366669,85.262497,545,447.100006,117.089996,482.350006,992.733337,655.049988,2664.25,116.25,5334.100098,270.366669,99.187523,487.578247,7301.399902,785.25,1235.875,154.449997,516.430908,541.400024,349.100006,205.53334,2613.100098,203.906296
2014-08-13,274.399994,615.75,373.899994,2147.949951,225.360001,922.599976,201.21666,338.440552,566.849976,440.350006,738.724976,2741.350098,1035.925049,505.725342,390.037506,406.200012,2578.699951,180.050003,718.700012,818.200012,264.036377,238.199997,86.112503,539.549988,451.049988,117.650002,478.549988,969.06665,658.125,2650.949951,116.625,5561.049805,268,99.225021,490.426239,7259.5,802.599976,1250.025024,151.149994,509.237732,536.974976,343.549988,203.933334,2608.100098,206.343796
2014-08-14,272.399994,617.799988,377.799988,2135,225.970001,940.299988,204.449997,335.318756,595.474976,448.600006,730.450012,2755.75,1002.48999,515.330139,384.5,413.350006,2510.550049,178.600006,714.549988,818.200012,269.027283,237.899994,84.550003,548.25,451.568756,127.400002,476.674988,989.400024,660.924988,2666.550049,118.375,5572.299805,273.399994,99.900024,496.766144,7318,814.849976,1249.875,152.100006,516.097412,537.674988,350.950012,209.433334,2632.550049,204.731308
2014-08-18,273.600006,619.349976,394.700012,2134.5,227.630005,933,216.166672,345.510529,635.049988,471.049988,730.224976,2774.300049,998.715027,517.235657,380.762512,416.174988,2511.449951,182.25,724.799988,818.200012,278.309082,233.766663,88.087502,550.25,444.975006,127.584999,483.424988,1010.666687,663.025024,2703.550049,118.833336,5655.149902,287.533325,101.100021,501.768738,7471,816.200012,1243.800049,154.399994,520.622925,550.650024,350.350006,216.366669,2665.149902,205.368805
2014-08-19,287.149994,615.299988,397.850006,2198.199951,227.259995,929.900024,224.683334,346.290985,641.75,474.549988,745.200012,2829.75,998.974976,529.954285,384.6875,411.924988,2542.649902,180.850006,719.549988,818.200012,280.527283,232.399994,89.574997,568.650024,443.475006,128.604996,490.325012,1021.766663,687.049988,2749.300049,119.916664,5764.450195,290.133331,102.412521,499.911346,7705.649902,809.75,1219.25,156.5,518.384033,552.787476,348.399994,218.133331,2718.600098,205.275055
2014-08-20,293.149994,612.5,394.200012,2198.800049,228.494995,929.75,222.333328,343.903717,630.049988,492.350006,758.424988,2885.850098,999.109985,534.524353,389.637512,410.274994,2537.100098,180.350006,711.849976,818.200012,280.5,229.96666,88.787498,568.400024,444.318756,128.505005,500,1011.93335,678.650024,2737.850098,121.083336,5795.799805,282.666656,102.825027,494.487762,7911.350098,846.950012,1218.099976,158.5,519.765503,555.424988,346.399994,213.833328,2684.350098,207.056305
2014-08-21,296.899994,613.900024,398.649994,2268.050049,233.229996,942.400024,228.46666,340.735992,623.099976,492.850006,771.349976,2838.850098,999.215027,527.940369,388.887512,416.25,2557.850098,177.899994,710.349976,818.200012,280.899994,230.766663,92.1875,568.099976,443.618744,127.434998,509.299988,1022.299988,688.150024,2750.550049,118.75,5834.049805,283.933319,102.337524,492.878021,8054.399902,860,1216.224976,157.100006,511.238495,559.0625,366.950012,217,2644.899902,206.681305
2014-08-22,297.700012,610.200012,402.799988,2266.350098,237.460007,965.450012,224,335.226929,624.875,499.299988,778.474976,2826.050049,1001.400024,533.075867,398.6875,423.375,2536.449951,182.5,704.200012,818.200012,279.918182,229.100006,90.574997,569.950012,450.125,128.975006,515.375,1026.666626,695.924988,2754.850098,118.75,5809.25,284.700012,100.612526,494.462982,8023,856.650024,1232.099976,155.449997,512.334106,576.612488,363.25,225.666672,2651.350098,208.856308
2014-08-25,293.350006,604.599976,398.75,2251.600098,239.830002,972.75,221.566666,338.899628,611.174988,507.399994,788.950012,2879.949951,990.505005,533.726501,399.424988,421.725006,2569.5,164.850006,716.700012,818.200012,275.327271,232.866669,89.449997,567.25,453.475006,124.195,522.325012,1018.299988,705.349976,2805.850098,118.166664,5811.700195,285.833344,99.337524,493.224731,7897.399902,853.549988,1261.025024,155.449997,487.801147,578.412476,361.700012,216.366669,2629.25,208.256302
2014-08-26,298,608,397.600006,2260,241.494995,1018.700012,221.566666,339.358734,628.299988,512.400024,788.299988,2889.5,984.38501,523.587219,400.399994,421.25,2564.699951,170.5,727.349976,818.200012,274.190918,234.96666,88.112503,562.400024,453.018738,124.989998,527.049988,1004.133362,699.799988,2772.399902,117.5,5868.200195,278.666656,98.250023,492.01123,7901.899902,864.950012,1266.900024,152.949997,500.139099,588.337524,361.649994,217.03334,2610.850098,206.587555
2014-08-27,288.25,617.450012,398.75,2280.300049,247.554993,1034.449951,225.916672,338.807831,629.924988,513.349976,780.674988,2922.75,981.085022,525.082153,412.475006,418.299988,2600,172.300003,734.849976,818.200012,280.054535,234.899994,88.849998,577.400024,453.818756,125.379997,520,1002.43335,697.950012,2769.25,116.25,5898.950195,285.433319,97.125023,492.18457,7934.399902,862.400024,1274.974976,153.100006,498.471802,582.400024,363.600006,216.566666,2594.5,209.456299
2014-08-28,282.850006,624.200012,397.25,2258.699951,247.139999,1053.300049,231.433334,339.542358,621.450012,514.200012,782.375,2947.899902,975.594971,526.30603,407.6875,421.774994,2604.800049,170.100006,742.450012,818.200012,283.054535,236.866669,89.849998,585.450012,449.850006,124.360001,518.775024,1017.666687,703.599976,2784.5,114.5,6028.549805,290,96.900024,494.661102,7889.5,855.25,1261.175049,150.5,488.89682,590.75,363.399994,210.733337,2550.050049,211.968796
